Finds_numb,N,19,11	Phase,C,254	X,N,19,11	Y,N,19,11	Z,N,19,11	Location,C,254	SiteCode,C,254	Trench,C,254	Context,C,254	Grid,C,254	Type,C,254	Species,C,254	Element,C,254	Side,C,254	Preservati,C,254	Informatio,N,19,11	Taphonomy,C,254	JellyBone,C,254	Measuremen,C,254	Action,C,254	ZooMsID,C,254	Notes,C,254
113497	Wood peat	502789.0604	481011.4318	24.125	SC13_fridge_1	SC15	34	310	ZS29	Bone	Unidentified	Unidentified	 -	C, E, H	1	Demineralised	Yes	 -	ZooMs?	0	Fragment of bone that is demineralised and rubbery. It is completely flat with no morphological traits being retained to allow for an ID.
113500	Eastern platform	502836.5577	480996.8653	23.0187	SC13_fridge_1	SC15	34	319	0	Bone	Wild boar	3rd metatarsal	 -	C, H	3	Demineralised; percussion break	Yes	 -	 -	0	Fragment of wild boar 3rd metatarsal. The bone is demineralised and rubbery. The distal end has been removed by a percussion break that has corresponding radiating fractures.
113549	Clark backfill	502792.2849	481010.6345	24.0778	SC13_fridge_1	SC15	34	312	ZV27	Bone	Red deer	1st phalanx	 -	C, H	3	Partially demineralised; ?percussion break	Yes	 -	 -	0	Fragment of the proximal end of a red deer 1st phalanx. The bone is slightly demineralised and rubbery. The specimen appears to have been broken into, possibly via a percussion break, to get to the marrow cavity. The breakage is uneven and ragged. There
113555	Clark backfill	502796.2247	481011.4009	24.0729	SC13_fridge_1	SC15	34	310	ZZ27	Bone	Unidentified	Unidentified	 -	D	1	Demineralised; fragmentary	Yes	 -	ZooMs?	0	Small fragment of bone. It is too small and does not retain enough morphological information to allow for an ID to be made. The bone is desiccated, but also demineralised. The breakage is suggestive of post-depositional damage.
113587	Wood peat	502789.7734	481011.729	24.1448	SC13_fridge_1	SC15	34	310	ZT29	Antler	Red deer	Compactor	0	B, E	1	Demineralised; compressed	Yes	0	0	0	Fragment of demineralised and compressed antler compactor.
113591	Clark backfill	502794.4059	481012.0083	24.0715	SC13_fridge_1	SC15	34	310	ZX28	Bone	Medium mammal sp.	Cranium	 -	D, G, H	3	Demineralised; warped; delaminating; post-dep breakage	Yes	 -	?ZooMs	0	Fragment of demineralised bone that is rubbery and possibly warped. The bone is very thin, suggesting it could be a cranial fragment. The bone is delaminating in places and the breakage appears post-depositional.
113592	Clark backfill	502794.0937	481011.838	24.114	SC13_fridge_1	SC15	34	310	ZX28	Bone	Medium mammal sp.	Long bone frag.	 -	C, E, G, H	3	Demineralised; delaminating; spiral fracture; longitudinally split?	Yes	 -	?ZooMs	0	Fragment of medium mammal long bone. The bone is demineralised and rubbery. The cortical bone is delaminating and peeling off. The breakage appears to be from spiral fractures, and it has possibly been longitudinally split.
113652	Clark backfill	502794.3364	481011.5649	24.093	SC13_fridge_1	SC15	34	310	ZX28	Antler	Red deer	Tine	 -	B, E, H	1	Demineralised; compressed	Yes	 -	 -	0	Fragment of ?red deer antler tine. It is demineralised and rubbery. It is also compressed so that it is flat.
113673	Wood peat	502788.8965	481011.4577	24.154	SC13_fridge_2	SC15	34	310	ZS29	Bone	Red deer?	Metatarsal	 -	C, E, H	3	Demineralised; compressed; warped; splitting; post-dep damage; percussion break	Yes	 -	 -	0	?Red deer metatarsal. The bone is demineralised and rubbery, and it is also very compressed (it is completely flat). Because of this it is obviously very warped, making it difficult to definitively ID it to species. There are splits and cracks occurring
113690	Wood peat	502789.3507	481011.037	24.1467	SC13_fridge_1	SC15	34	310	ZS29	Antler	Red deer	Basal portion	0	E	1	Desiccated; warped	0	0	0	0	0
113706	Western platform	502801.0294	480999.7516	23.4191	319	SC15	34	317	B15	Bone	Red deer	Humerus	Right	C, E, G, I	3	Demineralised; compressed; fragmented; spiral fracture; splitting; delamination	Yes	 -	 -	0	Section of red deer distal humerus. The bone is very demineralised and also very compressed, so much so that it is almost flat. There are sections of bone that are almost transparent and very jelly. As a result of the poor preservation, the specimen has
113732	Eastern platform	502832.1937	480998.0217	23.3967	414	SC15	34	312	AE4	Bone/antler	Red deer	Frontlet	Left	C, E, H	3	Demineralised; compressed; trimmed	Yes	 -	 -	0	Left half of a red deer frontlet. Partial skull remaining with one trimmed antler. The bone and antler is demineralised and rubbery. It is also slightly compressed and shrunked too. Some of the surface detail has been lost, especially on the antler. The
113733	Eastern platform	502828.4498	480999.3261	23.3453	Chloe	SC15	34	312	AA06	Antler	Red deer	Barbed point	Right	B, H	4	Groove and splinter; worked	0	0	0	0	0
113737	Eastern platform	502835.9115	480997.6818	23.2776	SC13_fridge_1	SC15	34	312	AH3	Antler	Red deer	Beam	Left	C, I	2	Demineralised; compressed	Yes	0	0	0	Fragment of demineralised and compressed antler beam. Preservation is not very good and very little surface detail remains.
113750	Wood peat	502835.412	481000.3429	23.5683	448	SC15	34	310	AD8	Antler	Red deer?	?Tine	0	C, E, I	1	Demineralised; compressed	Yes	0	0	0	Thin leathery piece of ?antler. Very compressed and also demineralised.
113817	Wood peat	502828.727	480996.0956	23.4769	SC13_fridge_1	SC15	34	310	AA4	Bone	Aurochs	Humerus	Right	C, G, H	3	Demineralised; delaminating; splitting; spiral fracture; ?longitudinally split	Yes	 -	 -	0	Distal end of an Aurochs humerus. The bone is demineralised and rubbery. There are splits and cracks in the cortical bone surface which have most likely formed during the degradation and demineralisation process. The fragment has been removed from the ma
113825	Eastern platform	502838.1158	480997.6896	23.3656	319	SC15	34	312	AJ3	Bone	Aurochs	Metacarpal	Left	C, E, H	3	Demineralised; compression; splitting; percussion break; spiral fracture; excavation damage	Yes	BP: 6.1mm	 -	0	Proximal end of an Aurochs metacarpal. The bone is demineralised and rubbery. The proximal end has been removed from the main body of the element by a percussion break and there is a resultant spiral fracture too. There are radiating cracks from the brea
113826	Wood peat	502834.4641	481000.999	23.7615	319	SC15	34	310	AI7	Bone	Aurochs	Femur	Right	C, E, H	3	Demineralised; ?percussion break; longitudinal split; splitting	Yes	 -	 -	0	Fragment of Aurochs femur. Appears to be from the distal end and includes the supracondyloid fossa. The bone is rubbery and slightly demineralised. The distal end has been removed, however due to the excavation damage to that end of the specimen it is im
113832	Clark backfill	502794.4866	481012.6144	24.1426	SC13_fridge_1	SC15	34	312	0	Bone	Large mammal sp.	Long bone frag.	 -	C, G, H	3	Partially demineralised; spiral fracture; delaminating	Yes	 -	?ZooMs	0	Fragment of large mammal long bone midshaft. Possible a femur fragment? The bone is partially demineralised and rubbery. The breakage appears to be the result spiral fractures. The break edges have delaminated.
113836	Eastern platform	502829.0155	481000.4111	23.5009	448	SC15	34	312	AB7	Antler	Elk	Antler mattock	 -	B, H	3	Demineralised; perforated	Yes	0	0	0	Antler mattock
113854	Wood peat	502789.7244	481012.3222	24.1444	SC13_fridge_1	SC15	34	310	ZT30	Bone	Roe deer?	Humerus frag.?	 -	D, E, H	3	Demineralised; compression; percussion break; post-dep damage	Yes	 -	?ZooMs	0	Fragment of ?roe deer ?humerus. Appears to be a fragment from near the distal end. The bone is demineralised and rubbery, and also very compressed (it is flat). One end of the specimen exhibits a percussion break whereas the other end has uneven breakage
113856	Bone bed	502795.6138	481000.9765	23.6165	SC13_fridge_2	SC15	34	312	ZW16	Bone	Pine marten	Ulna	Left	A	5	Robust; desiccated	No	GL: 7.3mm	 -	0	Complete pine marten ulna. The bone is desiccated but fairly well preserved. It has kept it's shape well. There is no sign of demineralisation. Also no sign of human or animal interaction at this stage.
113857	Bone bed	502795.6124	481001.0089	23.6159	SC13_fridge_2	SC15	34	312	ZW16	Bone	Pine marten	Radius	Left	A	5	Robust; desiccated; excavation damage	No	 -	 -	0	Complete pine marten radius. The bone is robust with no sign of demineralisation, however it is quite desiccated. There is a small amount of damage to the distal end of the element which appears to be modern excavation damage. No sign of human or animal
113863	Bone bed	502796.2076	480998.5109	23.6454	SC13_fridge_1	SC15	34	312	ZW??	Bone	Aurochs	Scapula	Right	C, G, H	3	Demineralised; delaminating; excavation damage; spiral fracture	Yes	 -	 -	0	Fragment of Aurochs scapula. It appears to be a section of the proximal articular surface and muscle attachment to the lateral side. Previously thought to be a fragment of tibia however the articular surface angle appears to be too acute. The bone is dem
113866	Wood peat	502786.8592	481010.6199	24.1102	SC13_fridge_1	SC15	34	310	ZQ29	Bone	Unidentified	Unidentified	 -	D,G, I	1	Demineralised; delaminating; fragmentary; ?debitage	Yes	 -	?ZooMs	0	Fragment of bone that cannot be indentified due to the lack of morphological traits that have been retained. It is slightly demineralised and rubbery. The edges of the breaks are also delaminating. During washing it broke into two pieces due to the softn
113887	Bone bed	502795.0062	481004.4022	23.7587	SC13_fridge_1	SC15	34	312	ZW21	Antler	Red deer	Tine	0	A	5	Robust; worked; excavation damage	0	0	0	0	Red deer antler tine. It is very robust with no sign of demineralisation and the surface detail is still present. The very tip of the tine appears to have been worked/bevelled to create a possible wedge. There is some modern damage to the other end.
113901	Wood peat	502829.8252	481003.0136	24.1106	YAT	SC15	34	310	AD10	Bone/antler	Red deer	Frontlet	 -	D, E, H	3	Desiccated; partially demineralised; compressed; groove and splinter; excavation damage	Yes	 -	 -	0	Partial skull of a red deer. Likely to be the remains of a frontlet. Partial antlers still attached; possibly trimmed and groove and splintered. The specimen is very desiccated and also incredibly compressed; it is almost completely flat. The bone and an
113922	Wood peat	502788.5157	481011.843	24.1744	SC13_fridge_1	SC15	34	310	ZS30	Bone	Large mammal sp.	Long bone frag.	 -	D, G	2	Demineralised; ?percussion break; delaminating	Yes	 -	?ZooMs	0	Fragment of large mammal  long bone. The bone is partially demineralised and rubbery. The breakage appears to be a possible percussion break. Appears to be slightly delaminating at the break edges.
113930	Wood peat	502788.9136	481012.1029	24.156	449	SC15	34	310	ZS30	Bone	Large mammal sp.	Long bone frag.	 -	C, E, G, H	3	Demineralised; delamination; cracking; spiral fracture; compression	Yes	 -	 -	0	Fragment of large mammal long bone. The bone is demineralised and rubbery. It is also very compressed and flattened. The cortical bone has delaminated into separate layers. There is cracking and splitting on the cortical bone surface with fragments of bo
113933	Wood peat	502790.2137	481010.3251	24.1536	SC13_fridge_1	SC15	34	310	ZT27	Antler	Red deer	Tine	0	E	1	Desiccated	0	0	0	0	A desiccated and very leathery looking fragment of antler compactor.
113937	Bead area	502790.0698	481010.8993	24.1652	SC13_fridge_1	SC15	34	0	0	Bone	Large mammal sp.	Long bone frag.	 -	C, E, G, H	3	Demineralised; splitting; delaminated; percussion break; spiral fracture; compression	Yes	 -	 -	0	Fragment of large mammal long bone. The bone is demineralised and rubbery. The cortical bone is is splitting and delaminating. The breakage appears to be a combination of percussion break and spiral fracture. There is some compression too. Breakage simil
113952	Clark backfill	502791.9689	481012.6502	24.1292	SC13_fridge_1	SC15	34	312	ZV29	Antler	Red deer	Tine	0	C, E	2	Compressed; demineralised	Yes	0	0	0	Very flat fragment of antler, possibly from a re deer.
113958	Clark backfill	502794.4105	481009.8002	23.9815	SC13_fridge_2	SC15	34	310	ZX26	Bone	Cervid sp.	Metacarpal	Right	C, G, H	3	Demineralised; delaminating; splitting; percussion break; post-dep damage	Yes	 -	 -	0	Proximal end of a cervid metacarpal. There appear to be surviving areas of fusion for the other bones which helped with ID. The distal end of the element, appears to have been removed via a percussion break. The breakage is now uneven and frayed, and the
113979	Wood peat	0	0	0	SC13_fridge_1	SC15	34	310	ZX26	Bone	Large mammal sp.?	Long bone frag.	 -	C, E, G, H	3	Demineralised; compressed; delaminating; longitudinal splitting; excavation breakage; post-dep breakage	Yes	 -	 -	0	Fragment of bone that could possibly be a fragment of large mammal long bone fragment. The bone is demineralised and rubbery, and also appears slightly compressed. One end appears to exhibit breakage from old excavation damage as the cut is clean. The ot
113985	Clark backfill	502792.8363	481009.3794	23.9812	SC13_fridge_1	SC15	34	310	ZV26	Bone	Aurochs	Phalanx	 -	C	4	Robust; percussion break; concretions	No	 -	 -	0	Proximal end of a Aurochs phalanx. The bone is robust with no sign of demineralisation. The distal end has been removed by a percussion break, likely for the purpose of marrow extraction, and is missing. The proximal epiphysis is only partially fused and
114048	Wood peat	502827.9237	481000.4526	23.7205	SC13_fridge_2	SC15	34	310	AA8	Bone	Red deer	Metapodial	 -	C, E, G, H	3	Demineralised; compressed; desiccated; splitting; percussion break; spiral fracture; excavation damage; delamination	Yes	 -	 -	0	Partial metapodial of a red deer. The bone is demineralised and rubbery, and also very compressed. The cortical bone surface is wrinkled and shrunken which suggests that the specimen may have been desiccated before it was rewetted. There are splits and c
114059	Dryland	502800.1275	481016.8827	25.044	SC13_fridge_1	SC15	34	302	E31	Bone	Red deer	Radius	Right	C	3	Desiccated; crumbly; soft; fragile; root damage	No	 -	 -	0	Large fragment of bone that on lifting could be identified as a fragment of red deer radius proximal head. The bone was very desiccated and crumbly with little to no cortical bone on one aspect. Roots had grown throughout, making the bone very crumbly, s
114064	debris scatter	502813.9731	480992.0682	23.3311	YAT	SC15	34	312	L4	Bone	Red deer	Metatarsal	 -	C, F, H	4	Demineralised; splitting; white mineral; spiral frature; percussion break	Yes	BD: 4mm	 -	0	Partial red deer metatarsal. The proximal head has been removed with what appears to be a percussion break and resultant spiral fracture. The bone is slightly demineralised and there are splits and cracks in the cortial bone with white mineral showing th
114065	debris scatter	502811.2726	480993.2875	23.2604	SC13_fridge_1	SC15	34	317	I6	Bone	Medium mammal sp.	Rib	 -	C, H	2	Partially demineralised; ?debitage	Yes	 -	?ZooMs	0	Small fragment of large mammal rib midshaft. The bone is demineralised and very rubbery/ bendy. It could possible be a fragment of debitage?
114066	debris scatter	502811.2964	480993.4869	23.322	SC13_fridge_1	SC15	34	317	I6	Bone	Red deer	Ulna	Right	C, F, H	3	Demineralised; splitting; white mineral; percussion break	Yes	 -	 -	0	Fragment of red deer ulna proximal head. Appears to be a percussion break that removed the head from the main body of the element. It has broken just above the anconeal process. The bone is slightly demineralised and there is gypsum pushing through the c
114070	debris scatter	502814.9337	480991.4829	23.2967	320	SC15	34	312	M4	Bone	Red deer	Metatarsal	Right	C, E, H	3	Demineralised; compressed; concretions; percussion break; spiral fracture; cracking	Yes	BP: 3.8mm	 -	0	Proximal end of a red deer metatarsal. The bone is slightly demineralised and compressed towards the midshaft. The break to remove the distal end is the result of a percussion and a spiral fracture. There is a longitudinal crack occuring from the broken
114071	debris scatter	502814.7733	480991.8538	23.241	SC13_fridge_1	SC15	34	312	M4	Bone	Elk	Metacarpal	Left	C, H	3	Demineralised; splitting; white mineral; percussion damage; spiral fracture; orange staining	Yes	 -	 -	0	Proximal head of an elk metacarpal. Found in close proximity to <114070> within the wetland. Appears to be from a large adult animal. The bone is slightly demineralised and rubbery. There are longitudinal cracks and splits that have occurred within the c
114074	debris scatter	502814.5597	480991.2968	23.2492	SC13_fridge_1	SC15	34	312	M4	Bone	Red deer	Hyoid	 -	C, H	3	Demineralised; excavation damage	Yes	 -	 -	0	Section of red deer hyoid. The bone is demineralised and rubbery. There is a section of excavation damage that appears to have torn a section off. This is not surprising however due to the softness of the bone. No clear sign of human or animal interactio
114078	Dryland	502802.3905	481015.6867	24.8805	SC13_fridge_1	SC15	34	503	G30	Antler	Roe deer	Antler	0	B	1	Desiccated	No	0	0	0	?Roe deer antler found within a possible posthole on the dryland (Chantal's area). It appears desiccated and the outer surface of the antler has been eroded away.
114084	Wood peat	502830.6533	481003.7934	24.3622	??	SC15	34	310	AA8	Antler	Red deer	Pedicle	0	0	0	Demineralised; desiccated	Yes	0	0	0	Section of red deer ?pedicle which is demineralised but also slightly desiccated.
114089	Eastern platform	502835.6128	481002.9119	24.128	SC13_fridge_1	SC15	34	312	AJ8	Bone	Red deer	Metatarsal	 -	C, E, G, H	3	Demineralised; compressed; splitting; percussion break; post-dep damage	Yes	 -	 -	0	Proximal end of a red deer metatarsal. The bone is demineralised and also very compressed. It is almost completely flat. There are some longitudinal splits in the cortical bone as the bone is also slightly desiccated. The distal end of the element has be
114120	Marl	502804.8855	480988.9319	23.32	SC13_fridge_1	SC15	34	312	C3	Bone	Red deer	Astragalus	Right	B, F, H	4	Demineralised; white mineral; excavation damage	Yes	GLm: 5.1mm, GLl: 5.5mm, BD: 3.9mm	 -	0	Complete red deer astragalus. The size and robustness suggests it is from an adult animal. Found in the SW corner of the trench in the peat on top of the marl/tufa. Appears to be an isolated find. Small amount of splitting occuring in the cortical bone a
114543	Clark backfill	502794.5051	481010.4057	23.9487	SC13_fridge_1	SC15	34	310	ZX27	Bone	Unidentified	Unidentified	 -	D, I	1	Demineralised	Yes	 -	 -	0	Demineralised fragment of bone. There is little to no cortical bone surviving, and the small amount that does is very worn and frayed. It is difficult to see whether it has retain any of its original shape because of this.
114544	Clark backfill	502792.8163	481009.9398	24.0139	SC13_fridge_1	SC15	34	310	ZV27	Bone	Roe deer?	Femur?	 -	C, E, H	3	Demineralised; compression; delaminating; splitting; percussion break	Yes	 -	 -	0	Fragment of ?roe deer ?femur midshaft. The bone is demineralised and rubbery. There appears to have been a small amount of compression too. The break edge is delaminating and there are cracks occuring in the cortical bone. Possibly broken open via a perc
114571	Wood peat	502789.3247	481011.7786	24.1196	SC13_fridge_1	SC15	34	310	ZT29	Bone	Large mammal sp.	Rib	 -	C, H	3	Demineralised; percussion break; spiral fracture	Yes	 -	 ?ZooMs	0	Fragment of large mammal rib midshaft. The bone is demineralised and rubbery. It appears to have been broken open via a percussion break and there is also a spiral fracture to one end.
114588	Wood peat	502787.7771	481010.3246	24.1265	SC13_fridge_1	SC15	34	310	ZS28	Bone	Aurochs	Humerus	 -	C, E, G, H	3	Demineralised; compression; post-dep breakage; percussion; spiral fracture; splitting	Yes	 -	 -	0	Fragment of Aurochs humerus. The bone is demineralised and rubbery, and there has been quite a lot of compression. The proximal end has broken off and been lost. The breakage is uneven and frayed, suggesting this occurred after the bone has demineralised
114604	Bead area	502787.3697	481009.5027	24.0754	SC13_fridge_1	SC15	34	312	ZQ28	Bone	Large mammal sp.	Long bone frag.	 -	C, G, H	3	Demineralised; delaminating; percussion break	Yes	 -	 -	0	Large mammal long bone fragment; possibly from a humerus. The bone is slightly demineralised and rubbery, but generally fairly robust. Small amount of delamination of the cortical bone. Two obvious percussion points identify the origin of the break. At t
114674	Bone bed	502798.1621	480995.0864	23.5239	G62 stacks	SC15	34	312	ZX13	Antler	Red deer	Beam	Right	C, H	3	Demineralised; groove and splinter	Yes	0	0	0	Antler of a red deer. It is demineralised and rubbery. Appears to have been shed as the burr is intact. Groove and splinter working. It has broken into two fragments of lifting.
114684	Bone bed	502798.4288	480995.2161	23.5793	SC13_fridge_1	SC15	34	312	ZW12	Bone	Red deer	3rd phalanx	 -	C, E, H	4	Demineralised; compressed; post-dep breakage; excavation damage	Yes	 -	 -	0	Red deer 3rd phalanx. The bone is demineralised and rubbery, and there is also quite a bit of compression. Small amount of damage to the inferior surface, the bone is missing, it appears to be excavational damage. There is damage to the cortical bone sur
114685	Bone bed	502797.8414	480993.4745	23.5345	SC13_fridge_1	SC15	34	312	ZW9	Bone	Roe deer	Long bone frag.	 -	C, E, G, I	3	Demineralised; compressed; percussion break; post-dep breakage	Yes	 -	 -	0	Roe deer long bone fragment. The bone is very demineralised and soft, and there is a high level of compression. Both the proximal and distal ends are broken off and missing. The breakage to the proximal end is uneven and appears post-depositional. The mi
114689	Bone bed	502796.0982	480999.2377	23.5364	SC13_fridge_1	SC15	34	312	ZW19	Bone	Aurochs	Humerus	Left	C, G, H	3	Demineralised; delaminating; chopped; spiral fracture; excavation damage	Yes	 -	 -	0	Fragment of Aurochs humerus. The bone is soft, demineralised and rubbery. The cortical bone is delaminating and peeling off, and in the break edges the bone is separating. The bone has been chopped at one end and there is a spiral fracture to the other.
114690	Wood peat	502787.3289	481010.3958	24.0714	SC13_fridge_1	SC15	34	310	ZQ29	Bone	Aurochs	Metapodial	 -	C, E, H	3	Demineralisation; compressed; cracking/splitting; excavation damage; percussion break; spiral fracture	Yes	 -	 -	0	Distal end of an Aurochs metapodial. It is impossible to differentiate as the specimen is so compressed it is flat. The bone is demineralisaed and rubbery. There are longitudinal cracks running the full length which appear degradational. There is damage
114694	Wood peat	502789.6482	481012.5992	24.1109	SC13_fridge_1	SC15	34	310	ZT31	Bone	Large mammal sp.?	Long bone frag.	 -	C, G, H	3	Robust; spiral fracture; delaminating	Yes	 -	 -	0	Thin slither of bone, possibly a large mammal long bone fragment. Possible spiral fracture to one end. It is partially demineralised and rubbery, and the layers of bone have begun to delaminate at one of the break edges.
114712	Wood peat	502788.6497	481011.3558	24.0663	SC13_fridge_1	SC15	34	310	ZS29	Bone	Unidentified	Unidentified	 -	D	1	Demineralised; fragmentary	Yes	 -	 -	0	Fragments of bone that are too small to identify to species or element. They are demineralised and rubbery.
114733	Wood peat	502789.9072	481011.7978	24.0655	SC13_fridge_2	SC15	34	310	ZT29	Bone	Large mammal sp.	Mandible	 -	C	2	0	No	 -	 -	0	Fragment of large mammal mandible. It appears to be a section just below the tooth line. The bone is fairly robust but fragile. It appears to have been broken into by atleast one percussion break. There is one clear percussion point and a couple of possi
114753	Bone bed	502796.883	480996.8354	23.5573	SC13_fridge_1	SC15	34	312	ZW15	Bone	Large mammal sp.	Humerus	 -	C, F, H	3	Demineralised; delaminating; white mineral; percussion break; splitting	Yes	 -	 -	0	Large fragment of large mammal humerus. The bone is slightly demineralised and rubbery. On the break edge, white mineral discharge has bloated the bone. There is a percussion break to one end of the specimen and a possible spiral fracture too.
114754	Bone bed	502796.927	480996.8934	23.5585	YAT	SC15	34	312	ZW15	Bone	Large mammal sp.	Long bone frag.	 -	C, H	3	Demineralised; white mineral; delaminating; splitting; percussion point; excavation damage	Yes	 -	 -	0	Fragment of large mammal long bone. It is demineralised and rubbery. There is white mineral discharge ozzing out of the cracks and splits. There are also bubbles of it underneath the cortical bone surfaces pushing up. The breakage appears to be a percuss
114755	Bone bed	502796.6401	480996.844	23.5559	SC13_fridge_1	SC15	34	312	ZW15	Bone	Red deer	Pelvis	 -	C, G, H	3	Demineralised; delaminating; excavation damage; post-dep breakage	Yes	 -	 -	0	Large fragment of red deer pelvis. The bone is demineralised and rubbery. The cortical bone surface is degraded and quite frayed. There is modern excavation damage to one edge of the articular surface. The breakage to removed this section from the main b
114757	Bone bed	502795.2664	481004.1293	23.5794	SC13_fridge_1	SC15	34	312	0	Bone	Large mammal sp.	Tibia	 -	D	2	Robust; ?percussion break; ?debitage	No	 -	 -	0	Fragment of large mammal tibia midshaft. It appears to be a section of proximal posterior midshaft just below the proximal head. The bone is robust with no sign of demineraliation. The breakage could possibly be the result of a percussion break. Maybe a
114758	Bone bed	502795.5324	481002.2612	23.6014	SC13_fridge_1	SC15	34	312	ZW18	Bone	Medium mammal sp.	Cranium	 -	D	2	Fragmentary; robust	No	 -	 -	0	Fragment of robust bone that could possibly be a section of large mammal skull  (specifically a section of sphenoid).
114761	Bone bed	502797.8271	480995.976	23.5545	SC13_fridge_2	SC15	34	312	ZX12	Bone	Aurochs	Scapula	Right	C, F, H	4	Demineralised; splitting; white mineral; percussion break; excavation damage	Yes	GLP: 10.5mm, LG: 8.9mm, BG: 7.5mm	 -	0	Partial Aurochs scapula head. The bone is demineralised and rubbery. Around the articular surface of the head the bone has begun to split and white mineral is showing through. The head appears to have been removed by a percussion break with clear percuss
114772	Bone bed	502795.0574	481002.7931	23.6152	SC13_fridge_2	SC15	34	312	ZW19	Bone	Red deer	2nd phalanx	Right	C	3	Fragmentary; excavation damage; percussion break; ?debitage	No	 -	 -	0	Fragment of red deer 2nd phalanx; distal end. The bone is robust with no sign of demineralisation. Possibly a fragment of debitage as appears to have been removed from the main body of the element by a percussion break. There is however several areas of
114775	Bone bed	502795.419	481003.4151	23.624	SC13_fridge_2	SC15	34	312	ZW20	Tooth	Red deer	1st molar	Right	A	5	Robust; excavation damage	No	 -	 -	0	Partial maxillary 1st molar of a red deer. The tooth is robust with no sign of demineralisation. The roots do not appear to be fully formed.
114776	Bone bed	502797.2963	480996.7785	23.4966	SC13_fridge_1	SC15	34	312	ZW13	Bone	Red deer	Tibia	 -	C, G	3	Demineralised; spiral fracture; percussion breakage; longitudinally split; splitting; white mineral; concretions	Yes	0	0	0	Large fragment of red deer tibia midshaft. The bone is slightly demineralised and rubbery. Both ends have spiral fractures and a possible percussion point too. Longitudinally split. On the break edges there are splits in the cortical bone from the demine
114780	Bone bed	502797.725	480995.6928	23.5473	SC13_fridge_1	SC15	34	312	ZX12	Bone	Large mammal sp.	Long bone frag.	 -	D, H	2	Demineralised; percussion break; spiral fracture	Yes	 -	?ZooMs	0	Fragment of large mammal long bone; possibly a fragment of tibia. The bone is demineralised and rubbery. Breakage from the main body of the element appears to be percussion and spiral fractures.
114781	Bone bed	502795.1017	480997.4008	23.5324	SC13_fridge_2	SC15	34	312	ZU14	Bone	Red deer	Pelvis	Right	C, E, G, H	3	Percussion break; partially demineralised; delaminating; splitting	Yes	 -	 -	 -	Fragment of red deer ischium. The breakage at the neck of the ischium appears to have been caused by a percussion break with representative damage and breakage patterns. The bone at the break edge is robust, however at the ischium end it is demineralised
114782	Bone bed	502796.2548	480996.7928	23.5349	SC13_fridge_2	SC15	34	312	ZV13	Bone	Aurochs	Femur	 -	C, G, H	3	Demineralised; excavation damage	Yes	 -	 -	0	Aurochs femoral head, possibly unfused. The bone is demineralised and rubbery. There is alot of damage to the superior surface which appears to be modern excavation damage. There is also a lot of damage to the edges of the specimen.
114812	Bone bed	502796.0431	480998.1718	23.5291	SC13_fridge_2	SC15	34	312	ZV14	Bone	Large mammal sp.	Long bone frag.	 -	C, G, I	2	Demineralised; delaminating; spiral fracture	Yes	 -	 -	0	Fragment of large mammal long bone. The bone is demineralised and rubbery, and the layers of bone have begun to delaminate. There is a spiral fracture to one end and the other break edge appears to be straight.
114815	Bone bed	502795.2579	481003.721	23.5591	SC13_fridge_2	SC15	34	312	ZW20	Bone	Small mammal sp.	Epiphysis	 -	C	3	Robust; post-dep breakage	No	 -	 -	0	Fragment of small mammal epiphysis. It is difficult to tell from which element this originates due to the breakage and the lack of any morphological traits to aid with ID. The bone is robust with no sign of demineralisation. The break edges appear to be
114919	Bone bed	502795.4653	481002.1119	23.471	SC13_fridge_2	SC15	34	312	ZW18	Bone	Unidentified	Unidentified	 -	D, G	1	Robust; delaminating; post-dep damage	No	 -	 -	0	Two fragments of bone that are too small to ID. They do not retain any morphological traits to aid with ID. The bone is fairly robust with no sign of demineralisation. The cortical bone surface has delaminated and peeled away. The bone is quite thin and
114921	Bone bed	502795.5473	481003.5088	23.5112	SC13_fridge_2	SC15	34	312	ZW20	Bone	Pine marten	Caudal vertebra	 -	A	5	Robust; excavation damage	No	 -	 -	0	Complete caudal vertebra of a pine marten. The bone is robust with no sign of demineralisation. Small amount of excavation damage.
114922	Bone bed	502795.6034	481003.9501	23.5098	SC13_fridge_2	SC15	34	312	ZW20	Bone	Medium bird sp.	Pelvis	 -	A	4	Robust; post-dep breakage	No	 -	 -	0	Medium bird pelvis frag. Appears to be mostly complete, although there is some damage to the spine. The bone is robust with no sign of demineralisation. There is also no sign of human or animal interaction.
114923	Bone bed	502795.4433	481003.4647	23.599	SC13_fridge_2	SC15	34	312	ZW20	Tooth	Red deer	2nd molar	Left	A	5	Robust	No	 -	 -	0	Red deer 2nd maxillary molar. The tooth is robust with no sign of demineralisation. There is little to no wear on the occlusal surface. The tooth roots are not complete, however they appear to be broken post-depositionally.
114931	Bone bed	502795.4465	481003.4529	23.5798	SC13_fridge_2	SC15	34	312	ZW20	Bone	Small mammal sp.	Vertebra	 -	C	3	Robust; fragmented	No	 -	 -	0	Fragment of small mammal vertebral body. The bone is robust with no sign of demineralisation. It appears to have been split horizontally through the body and the neural arch is missing.
